listing_id,buyer_reviews,summary
1382090832,"cute focal bead for my pens | This focal is beautiful so many request for it need to purchase more highly recommend them they never disappoint | So cute, I absolutely love it. | Adorable | I have ordered several items from | good quality, matched the description and met my expectations | Very satisfied pleased customer. Quality very satisfying and cute. Highly recommend this seller, Well packed. Will continue doing business. Thank you 😊  supporting small business | I love these  adorable silicone beads. | I was asked for more cars and this one fit the bill. Thank you it&#39;s so cute | Very cute item(s).  Unique.  I hope to use these soon for my craft projects. | Great quality and just as described! | More pink than the photo shows but still adorable! | Exactly what I was looking for!!! | Great product would buy again! | Super cute focal bead, thanks! | Cats are my favorite animals! This kitty bead is so cute I love it!! | Very cute item, cant wait to use it. | This focal was adorable and exactly what I needed for my pens! | Super fast shipping love them! | Great bead, love it so much! | I get quite a few request for these focals. | Omgosh perfect and the detail is unbelievable.","Buyers describe the beads as cute, adorable, and of good quality, noting they match the description and meet expectations, with some buyers mentioning they plan to purchase more and highly recommend the seller."
1280007538,"Beautiful bangle , love  the shape 😀 | Piece was very pretty but it took a while to ship. BUT it arrived much earlier than they said it would. I love it | The stones on this bracelet are beautiful. Unfortunately, it is way too large for my wrist, but my brother in law is a jeweler & can take care of fitting it for me. | Very cute and beautiful gems | Great piece, would recommend ! | Lovely item - my friend loved her birthday gift | Beautiful piece. Adjusts with some mild bending. 925 stamp on inside. | This bracelet has beautiful stones and silver work. The only thing I might mention is that the bracelet is very large. It overlaps on my wrist when I adjust it to fit. | The items were received when expected, and the items were quite pretty & of good quality. I am happy with the gifts we will be giving to our daughter. | It is high quality, will purchase from again! | Love the bracelet. Just as described. Fast delivery. | Shipping a little slow, item is beautiful can’t wait to wear it this summer | This bracelet is dainty yet powerful. | Beautiful piece.. my wife loves it!.. very well crafted. | These are beautiful, just really big! These are cheap material that bend and are flimsy | These are beautiful, just really big! | Beautiful bracelet,  well packed and shipped so fast! Thank uou! | Love this. Super nice. Fast delivery. | Absolutely love this beautifully made bracelet!!!\nVery safe packaging!\nFast shipping | Love this, so beautiful!! Looks exactly like pictured.","The bracelet is described as beautiful, with lovely stones, and high quality, with fast delivery and safe packaging, though some found it to be large and made of cheap material that bends easily."
772643356,"Shipping was faster than expected, quality construction, quality materials, can&#39;t wait to rock it during the summer festival season! \n\nI ordered a small and it fits great. (6&#39;2&quot; - 165lbs)  due to the lack of sleeves there is some freedom with sizing, the length sits just below my waistline and isn&#39;t too tight or short which is great! | Seller reached out really fast after I contacted regarding the item I bought. The shipping was fast and the quality of the shirt looks and feels great! | Really beautiful hoodie! Feels nice quality. Excited to wear it to When We Were Young Festival &#39;22. I&#39;m 6&#39; ~165lbs and the small is a good fit for me. (similar to how the guy in the photo wears it)\n\nShipping was super quick. Great customer service. | Wore it to several raves, looks awesome! | Great piece! The order came so fast and was even higher quality thank I expected! | Great quality! Defiantly wearing this one again | Love the look! Fit is to size and material is lightweight and comfortable, can&#39;t wait to wear it out! | Great quality and craftsmanship. My husband has not worn it out yet, so can not speak on the breathability of the material in the heat. Going to wear it as a Phish show this summer. Keep in mind it&#39;s long on the torso. Would buy from this shop again. | Hey! received my item! Thank you so much for a quick and efficient delivery. Love the fit and the material. Also, I really appreciated that they followed up to make sure I received my item and was satisfied. | Excellent quality and fit, worth the price IMO and excited to wear it. | Love this zebra print top, we got it for Love Burn and our camp dressed as a dazzle of zebras and everyone loved this outfit I got for my husband! It glows and shines and was so fun for the night! | great quality great item thanks | Great quality and material. Only critique would be that the shirt is a little loose around the waist | Lauryn was most help narrowing down the size we needed and it fit perfectly when received.  Shirt material is very lightweight and comfortable.  Color is very vibrant! | Nice, stretchy material. Easy to wear and lasted well through the hot days and nights at EDC. | This tank-hoodie is high quality, unique, very flattering, and uses out-of-this-world materials that will turn heads and be the subject of conversations at parties, raves, and festivals. It has generous armpit holes so it does fit comfortable and loose for your standard size---no need to size up for a baggier look.  It shipped with lightening speed. I will be shopping at this shop again and I highly recommend it to anyone .looking to be festive and raise the vibe for everyone! ⚡🫶🏼","The product is high quality, made of great material, fits well, and shipping is fast; customers are excited to wear it to raves and festivals, noting its comfort and unique design."
1465596571,"Beautiful stickers. Great quality and fast shipping | Awesome so hard to find blood drops for a blood drive! | I use these in my planner/journal for tracking my period. They are so cute! | She loved them! | Item was well described.  I wanted something a little larger and couldn’t find it.  I used them on a green wreath on the door to symbolize“the blood of Jesus” for Easter. | After searching for so long I finally found these droplet stickers and they work perfect! | Used for  blood drive goal tracker. Smaller than i expected,  but good quality and price was fair. Would buy again! | These are very cute in my calendar.","Buyers appreciate the stickers for their quality and cuteness, using them in planners, journals, and for blood drives, with some noting they are smaller than expected but still good for the price."
1305734048,"I really like this and so pretty in its presentation. thank you | Stunning bracelet. Perfect fit. Thank you x | Brilliant from the communication to the product itself. Thank you | Pleased with vibrant coloured stones. | Arrived quickly and exactly like pictured. Seller sent wrong one by accident, not her fault and she sent the correct one quickly after. Wont be taking it off great quality | Very happy with purchase and always beautifully presented.  Would definitely buy agsin from this seller.  Thanks Kim. | Love my bracelet will purchase from this seller again | I love these bracelets and this is my fourth. Only four stars on this one as you can&#39;t see much ruby. I would have liked a few pink flecks - as it is its predominantly green!","Buyers are pleased with the bracelets, noting their beauty, perfect fit, vibrant colors, and great quality, with some repeat customers expressing their love for the bracelets and the seller's presentation."
1425498925,"Bought this for a friend for Christmas! He is obsessed with his fur baby kitties and he’s gonna love it 🤣😁 | So silly, but incredibly well crafted. It’s printed very nicely and my husband found it hilarious. Seller also checked to make sure the design was correct, so Thank you so much! | Exactly what I ordered. Order arrived quickly. Great quality! | The cup is absolutely adorable. I can’t wait to give it to my boyfriend for Christmas. | Fast shipping, secure packaging, and absolutely adorable mug for my husband &quot;cat daddy&quot;. This is going to be the perfect Yule gift from our cats to him. 5 star seller! | This item came exactly as described. Very good gift. Came fast. | I made a little request for it to be a name instead of dad and it turned out AMAZING. Thanks again!!!!! | My fiancé laughed for ten minutes straight. Thank you so much. Great product. | Just like the pictures and my parents loved it 😂 | Love the mug, it came out so cute | Excellent gift for my dad! | Super cute! I like how many cat options there are. I found our three easily! | It looks really beautiful. Good quality for a really fair price 😊👍 | perfect gift i love it. mug came out perfect thank you !!! | Adorable! My husband loves his mug. | Perfect present for Christmas for my cousin who’s a cat dad | Fantastic thank you perfect gifdy | Great quality item. Adorable gift for my crazy cat loving husband. He loved it, | The mug looked beautiful! The only downside was not being able to find a better match for one of my cats color wise but other than that, it was perfect! I would def order again. | It looks great, thank you! | A fun and personalised Christmas gift for the cat mum/dad in your life | The mug is exactly what I expected. Very cute!! | This mug is absolutely perfect!! Great shipping time and mug arrived safe and sound. Great gift for my brother in law! | I cannot wait to give this to my husband for Christmas.  It&#39;s funny, yet practical.  Arrived quickly, seems to be good quality-although, time and use will tell. But overall, very happy with how this turned out.  And I appreciated the proof prior to the seller making this item","Buyers describe the mugs as adorable, great quality, and a perfect gift, with fast shipping and secure packaging; buyers also appreciate the ability to personalize the mug and the variety of cat options."
1736277981,"The shirt was perfect and flawless. My kid&#39;s dad loved it. Thank you!! | Loved it!!!!! Kids thought it was funny. | Great shirt. It runs a bit smaller in size so my hubby can&#39;t wear it, but that isn&#39;t the vendor&#39;s fault, so overall i am satisfied. | Husband absolutely loves his shirt! He wears it to work! LOL well crafted, soft. Highly recommend! | Shirt was exactly what I ordered. | Feels soft. Arrived before Fathers Day as expected | The shirts are made from decent fabric! | My husband loved the shirt! | Thank you. My husband loved it. | This product was well crafted and exactly as described. My daughter is excited to give it to my husband for Father&#39;s Day. | Great, arrived on time and it fits to size. | This shirt is very soft and the size of the print fits the size of the shirt. I was worried that the design would be small on a 4x but it was a good size. | Great shirt! Sizing is perfect! Great quality! | I do not want leave a review | Absolutely love it! My husband smiled big when he saw it! | Shirt is soft and exactly what I expected | A joke between my husband and I, and it was the perfect funny gift for fathers day! | Great shirt! Husband loved it! | Great shirt! Arrived in a timely manner. Quick to answer any questions. | My husband enjoyed a laugh! | My hubby loved it ❤️ | Perfect gift my my husband.  He loved it. | It&#39;s a joke around our house so we got it for my husband for Father&#39;s Day and he loves it! | shipped fast an soft shirt | My husband loves it and cannot wait to wear it for Father’s Day!","The shirts are soft, well-crafted, and great quality; many buyers purchased the shirts as gifts for their husbands for Father's Day, and the shirts arrived in a timely manner."
1117135935,"Beautiful. Thank you. Would order again in the future. | My daughter likes it, although the material was a bit thin. | Beautiful sailor bow! Just what I wanted. | We loved it such a cute bow. | Absolutely perfect. Just what I was looking for! And we received a very adorable gift with it, which made our whole day! | Love the fabric and perfect size | Really well made.\nWay worth the money. | Beautiful bow, quick shipping, shop also included a free gift which was super thoughtful. | So cute will order again!! | Adorable and nice quality bow!  Very pretty for spring | Beautiful and the perfect size | White clipped dot bow—material is transparent and airy \n\n**Ordered 12/18, Received 1/16\nWhen our package hadn’t arrived by 1/4 (estimated 12/20–1/3 delivery window), I contacted the seller to check the status and our package hadn’t ever been “officially” received by the post office. Our order was finally re-shipped on 1/11 and we received it on 1/16. Bows are cute, but it was a bit too much hassle to do again.** | Perfect size for my 4 year old. Only regret is not getting them when she was younger | Super cute. Will look perfect on our dancers. | Adorable product & great customer service! | Love the size and how it elevates even a simple ponytail! | Great bows! Fast shipping! Thank you! | Classic summer boating day bow! Love the linen fabric! | Bow not as big as described, and clamp falls out of bow. Very cute though. | So beautiful I want in every color now and the perfect size! | I love the bows! Will buy from here again. Great quality and cute designs. Thank you! | So so cute. Fast shipping! | Items arrived quickly and are wonderful! | The item came and was great! | Great quality and  fast shipping | Really cute accessories. Order cam very quickly. 2nd time ordering from this Etsy Shop and not my last! | Perfect! | Loved the bows! She wore one to her preschool program this evening. | Super cute! Love the colors. | Beautiful bow and lightning fast shipping. I was even sent an additional clip for free. Thank you! | Beautiful bow with lightning fast shipping! | Awesome bow, nice color and size | Just as pictured and extremely cute! A new go to bow. Highly recommend! | Beautiful and perfect size | My new favorite bow shop!! | Super cute and perfect for my daughter | Perfect bow for my granddaughter 🎀💗 | I reborn babies and this bow is the perfect size! Cute and delicate for little girls! | Adorable!!!! Great quality, perfect size, and sooo cute!! Packaging was super cute and so was every bow I ordered! 🩷 thank you so much!!!","The bows are described as beautiful, cute, and the perfect size, with good quality and fast shipping, and some buyers mention they would order again and appreciate the shop including a free gift."
1399816353,"The quality is good and the design is great! | love this store! This is my third time ordering! Thanks for such a great stuff for my plants! | So cute! I love this trellis! | This plant trellises is absolutely beautiful.  Highly recommend. | The trellis arrived incredibly fast and it pristine condition. Love the details in the work. | Every trellis I have gotten has been gorgeous and of impeccable quality and this cute rabbit was no different.  I am a happy, loyal customer! | This is so pretty. Perfect for me. The seller was very considerate in changing the stone for me as well. Thank you! | Such a beautiful trellis to help honor a lost pet. My hoya is fond of it, too! | This trellis is just so beautiful and exactly what I nfaded for my hthank you so so much. | I&#39;m a repeat customer.  Highly recommend!! | Looks beautiful with my hoya, which is happy it finally has something to vine on. | Nice quality, very cute as pictured.  Love it!!! | So beautiful! Packaged securely and fast shipping. Will look amazing with my plant! Thank you! | Beautiful!! Can’t wait to repot my ivy and give it this amazing trellis to vine around! I think I need a few more! 😆 | Absolutely beautiful and super fast shipping! | High quality and super cute. | So cool! Love it so much! | I also got the bunny trellis and I’m so happy I did. It’s gorgeous! My problem now is choosing which plant to put it with! Thank you, Elissa, for making my trellises with such care and love. Thank you for accommodating my request to change the stone. It looks so pretty with the moonstone! | This is just the cutest thing! I don’t know how Elissa makes all these adorable shapes with wire, but I’m here for it! I have several of her trellises and they just add such a loving touch to the plants that get the joy of climbing them. | absolutely beautiful, perfect for my hoya! | So in love with these trellises — I will definitely be picking up some more in the future! The bunny gazing at the moon… SO flipping precious!! And it’s a good size, too. The moon and stars is so detailed and beautiful. It is small, though, folks, so make sure you’re reading the item description because she tells you the dimensions. I knew it would be on the smaller side, but now that I have it in my greedy little hands, I’m realizing that I’m gonna have to wait for a Hoya prop to root in order to use it without losing the detail; either that or go out and find myself a new dainty little vining something or other to adorn with this sweet trellis.\n\nHmmm… Plant shopping? I could do some plant shopping. *giggle* | Large and in charge! | This is so beautiful.  I love it and it fits perfectly with my Hoya plants.  I would definitely buy from this seller again. | I love this trellis, it’s perfect and adorable! | Really cute trellises. Great quality and fast shipping.","The trellises are beautiful, cute, and of great quality, with fast shipping, and customers love the design and details, especially for hoya plants; many buyers are repeat customers."
241032760,"Ana is the best!!! love her work, how patient she was , her vision is beautiful!  i highly recommend her to make your branding package or logo!  Thank you Ana!!!! | She was absolutely wonderful to work with! I LOVE my new logos, and I look forward to using her services for my future graphic needs! She listened to what I wanted, and made the process so easy. | Super easy to work with and I love how it turned out!  I have gotten so many compliments!  Thank you! | Designs are modern and have a custom feel for an affordable price! The designer is very responsive and easy to work with... Took time out of her holiday to get my product completed! | Great communication throughout the entire process. All of my questions were answered. The branding itself is flawless and beautiful!  | delivery time on the page says 8 to 12 hours. I tried to communicate with the seller and never got an answer.  | She was wonderful and flexible with changing small parts to the design! Thank you! &lt;3 I have received amazing reviews on my new branding! | excellent logo, seller was very nice and helpful.\n\nthanks | I am in love with my branding package. I was amazed at how flexible and fast Ana Maria worked with me, and will definitely be doing business in the future with her. HIGHLY recommended!! A | I just want to say that I am so impressed in Ana&#39;s customer service!!!! It was such a PLEASURE working with her!!! She really made the processor designing my Logo so easy and STRESS FREE!! She was so accommodating and went beyond the call of duty! Thank you soooo much again for everything!!! A+++++ Will shop from her again!  | LOVE isnt a strong enough word to describe Annas work!  She completed my order while recovering from surgery and was super fast with great communication!  FAST turn around, so easy to work with!  I wish I could give 10 stars!  | Oh my goodness.  I have no words.   Ana nailed exactly what I pictured in my mind but had such a hard time describing!  It was like she read my mind from thousands of miles away!   She was super prompt and dedicated herself to making sure I loved the branding board~ I cannot wait to use all of the logos and designs she created!  I will be referring her to others and using her again for sure! xo | A great job revising a logo | She did an great job and was amazing to work with! | Ana was amazing. She replied promptly and worked with me to achieve the exact logo and branding board to represent my brand. The product was more than I expected and her friendly demeanor made the expierence exceptional. Thanks! | Ana is truly the best experience I have had in a long time as far as customer service, prompt turn around time, and quality of work. \n\nShe&#39;s half way across the world from me and never skipped a beat!\n\nI recommend her over and over and she definitely has a lifetime client here in the US.\n\nAna, thank you so so so much for helping me with my branding and my logo! It&#39;s been an absolute pleasure!!\n\n😘 Shannon | Excellent customer service :) | I loved working with Ana! She was so patient and gave me a completely personal experience. I love my new logos!  | Seller did a great job. I received my digital file ahead of schedule. Seller made a quick revision and life for me was great.","Buyers mention that the seller is easy to work with, provides great customer service, is responsive, and is flexible with changes to the design; buyers also love their new logos and branding packages."
480318478,"Quality is great! Purchased as a Christmas gift for my mom and I think it will be perfect as the weight of the laptop tray is light and the color is a perfect neutral to match her home. | Great item might need to order another for my wife | Practical product, very quick delivery. Love the design! The pillow is soft and flexibly adapted to the position of your feet, high quality fabric with powerful colors and beautiful geometric shaps .\nThank you ETHNICA! | Love it! Exactly what I needed | Really beautifully done, its super light and the fabrics and all the other material is with best quality, I can highly recommend it. Im in love with this clever product. thank you xx | Love! | Great product! Thank you so much! | I’m so happy with this purchase and don’t know how I ever managed to work without it. Great gift for future university students, teachers, or anyone who works from a laptop at home!! | I got this for my husband as he&#39;s been working from home; he loves it! It was great working with Dikla and shipping was very timely. | I had an issue with the shipping and Dikla was very helpful. Thanks again! And the laptop tray is perfect :) | Beautiful and very well worth the purchase thanks | Love this for my laptop! | This a great little laptop tray for my laptop computer.  I use it all the time.    The seller provided speedy service and is very propfessional.   Would not hesitate to order from her again! | Item is as described, lighter than expected which is a good thing. | The item was exactly as i was expecting: cork board on a canvas pillow. It is being used as a lap desk to eat meals. The cork prevents sliding. The canvas feels durable. \nThe staples are visible and there was some glue dropped into the canvas (which i have not found a way to remove) and the package had been opened and not re-packaged very well when it arrived-guessing customs. | I love it | Perfect! Exactly what I wanted. Very well made. Like that the cork top keeps my laptop from sliding and still keeps my computer from overheating.","Buyers love the product, noting its high quality, beautiful design, and light weight, and find it perfect for working from home with a laptop; the cork top is appreciated for preventing sliding."
726478034,"fast shipping and quality product | Perfect | Fast shipment, packaged well and it was everything I expected! Smelled amazing! I have ordered from them before and will do business with them again! | Quick, well packaged and nice product! | Very fast shipping! The palo santo is smaller than pictured, but the fragrance makes up for that. | The sage looked beautiful exactly like the picture!! And great packaging !! | Great product! will order again. | Quality products. Fast shipping. | great quality. will definitely keep purchasing from this shop | Packaged wonderfully and arrived quickly! | Super fast shipping! Great sage bundles and nice quality Palo | So excited! Arrived super fast! | Loved these products, will be ordering again.... | Awesome starter pack. Definitely hoping to do plenty of business with these fine ppl | Got here quick I love everything | Amazing quality! I could smell it through the box when it arrived. Awesome service SUPER FAST DELIVERY. 10 stars! Definitely shopping again :) thank you!! | love them will be ordering again | I received my order days after I ordered, like literally 2 -3 days later. My order was correct and the white sage burns perfect. Me and my mom are pleased with our purchase. Will definitely order again. | Great. Loved my order.\nIt was exactly what I wanted. | Fast shipping great product 10/10 recommend | Could smell through the box! Great quality thanks! | Product exactly what I expected. I could smell the Palo santos through the packaging as soon as I opened my mail. Perfect! | Officially my FAVORITE sage and palo Santo sticks. The package is pretty big with very good size sage bundles, The way the bundle smokes is nice and freely and it doesn&#39;t fall apart, the Palo Santo sticks are great to burn on a charcoal to fill the whole room up with positive energy. | Soooo thrilled with how quickly I received my order! \nEverything was packaged nicely and protected! \nThe Smokey quartz was bigger pieces than I expected, but they are beautiful! \nCan’t wait to make beautiful jewelry and charms out of all of my new lot! \nPs. The sage and palo santo is delightful \nWould definitely order from this seller again! | Sorry for the delay in reviewing but wanted to say thank you! these came perfectly packaged and very quickly. Great size and great value. | Good quality & fast shipping | Fast shipping and so fragrant.  My sister will love it! | The aroma from these items is beautiful! I am very happy with my purchase and how quickly it arrived. I will definitely order again. | Great communication from seller; fast shipping, well packaged and excellent value. | Exactly as described and received it pretty fast,  definitely will re order | Arrived quickly and as described. Very happy with order | Just as described and smell AMAZING! | Great size! Smell super amazing I can’t wait to use 💜 | Wonderful quality and prompt order fulfillment! | WOW! Just what I expected and super fast shipping! | Shipped quickly but arrived late (USPS issue, not the shops). When I contacted the shop for advice they were quick to respond and I received my package a couple days later. \nGreat customer service, very happy with my order, thank you! | Fast shipping ❤️ | Everything was packaged perfectly. I&#39;ll order again. | They smell much better than the sage i ordered from Amazon a few weeks ago! I’ll definitely be buying again! | Very pleased with my items :) | Fast shipping\nRecommend \nGreat products!! \n5 stars | Always satisfied🥰 definitely becoming at normal client | Thank u soo so much | This is the 3rd time ordering. Always great quality and recieved very quickly. Highly recommend | Big sage bundles and nice size Pali santo came quick ! | All that it was suppose to be. Sage and Santo sticks smell amazing. I will be ordering again | Delivered quick. You get exactly what you order. Will be ordering more. | Exactly as described! Best deal on Etsy! | Small size. Neatly packed. Nice bundle! Thanks! | Order came as described & pretty quick(4days)! However, a few(4) Palo Santo were extremely thin & I won’t be able to use in quality gift boxes. The rest were great quality thick cut and no issues with sage! Good enough to most likely order again, Thank you! | My order was shipped quickly. I can’t wait to hand this gifts out as gifts. | Love it, I will be ordering again! | Always great, the shipping was really fast and my customers are lovin&#39; it! | Never disappointed with World Incense Store. | Shipping was fast and product looks great. The palo santo just smells like wood, thats my only concern. I don’t know if its fake or bad quality. But I was a littler let down by that. abut the sage is wrapped well and everything looks great. | Fast shipping and packaged well. Thank you for a flawless sale! | Shipped quickly, item was as expected. Thank you! | Great quality and fast shipping !  I have ordered several times already very satisfied! | love it. love it. love it | I’ve purchased a few times from this store and this store, the palo santo was not very good. There were so thin and brittle | You can smell the sage and Palo santo through the bag. I’m a happy customer will definitely buy again | Shipped Fast. Everything was packaged nice and neat! Thanks! I will order again. | Turn around time is AMAZING \nProduct is true to description \n\nThank you 🙏🏼 | Extremely pleased with my orders and fast shipping. I will definitely purchase again! | What a great deal! Fast shipping also! | The sage is SO FRAGRANT!!!! I absolutely will order from here again. They did not disappoint! | Smells amazing! Can&#39;t wait to give them out at our wedding! | PACKAGED PERFECTLY! FAST FAST SHIPPING!\nWILL CONTINUE MY BUSINESS WITH THIS COMPANY! | Always a pleasure! | Purchased on the 16th and received on the 20th immediately! So happy to receive this order. | lovvve it such a great product! | Really great value and service! Very happy with my purchase. | Super quick shipping! Such a great bargain. Thank you! | They smell amazing!! Such good quality | Absolutely in love. 10/10 will recommend and will definitely shop again! | Well packaged and fast delivery!! Thank you!! Definitely will order again. | My order was processed quickly and came so neatly and carefully packaged.   I will be a returning customer! | Everything came well packaged and is great quality. I’m really glad they offer this bulk bundle so that I can save a little compared to ordering smaller amounts. | great. just what I expected. | Smells so good and they burn so well! Repeat purchase | LOVE - definitely will be back | Love it!! Fast shipping! | Fast delivery and package perfect. Thank you | Very fast shipping great product, the only thing I didnt like is the way the sage sticks burn. I'm new to sage so that does not mean that there is anything at all wrong with it. I am assuming that the last bundle of sage I bought (from another store) was possibly wrapped different or maybe even a different type of sage. The other seemed very tight and compact almost hard to get a good burn but lasted me a very long time. This one burned very easy and seemed not as tight, there were sticks poking out or up as it burned down. hard to explain. I like that this one you don't have to hold fire to it for such a long period of time. It does however seem to go faster than my last stick. Does not mean that it is a bad product just personal preference! | Ordered these lovelies with a bunch of other goodies from the shop. Items are beautiful and I can’t wait to put my cleaning kits together. | Amazing! I will order from here regularly. Not only did my order arrive perfectly as described & very aromatic, but it also arrived 5 business days early!\nAmazing seller. Excellet quality product. I&#39;m a new regular. Thank you so much | I love how carefully shipped this was. F have ordered from them before and will keep ordering. Quality is amazing! | Repeat purchase, fast shipping as always | Perfect just what I needed, great quality and fast shipping ! | Very happy with the set that i purchased. | Perfect, Thank you! | These are quality and smell amazing. I’m on my second order now. Thank you! | I am very satisfied with my order. It shipped quickly. The quality is great. I’m open to repurchasing again soon! | This was my second time ordering and I am very pleased again. | I can smell the sage through the box !!! Really happy with my purchase . | Extremely satisfied with my purchase. Shipping was super fast! Will order again! Thank you!! | Perfect for my wellness center. Will be buying more. We use for meditation and my energy healing sessions. | Second time purchasing from this shop. Shipment was very fast. The sage, palo santo and selenite wands are of great quality. Thank you! | A+++++ third time and will continue buying ! Wouldn’t buy from anyone else but y’all thanks | I can&#39;t believe how amazing the Palo sticks were. The size of them is so awesome and I love the Sage. This is my newest favorite store! | Came a few days after I ordered, and was totally satisfied with my order!! | Wholesale order. Fast shipping and products smell awesome. Will be ordering again. | I really love my sage and palo santo one of the best I&#39;ve order offline | Just what I wanted 10/10 | The minute I picked up my packaging (sealed) it smelled soooo good. Thank you! | Fast shipping with clean white bundles | Item arrived faster then I expected and I am so happy with my order!! Thank you so much! | Absolutely love the quality thank you! | Met my expectations and shipped quickly. | Every time I order, I am surprised at how fast I get the goods. Everyone else on etsy takes about 10 days just to ship out and charge a lot for the shipping. Product is A1, quality aroma and presentation is great. \n\nThanks you! | Fast shipping!!!!!!!!!\nCame well package I could smell it from the box it was heaven thank you! Will be back! | Amazing quality! The palo santo is huge! | Came in time for my mini yoga retreat and smells DIVINE. Packaged with care and you can tell the owners care about quality. Thank you! | Absolutely amazing quality! Will be most definitely ordering again!  Fast shipping and friendly customer service! | Wonderful products fast shipping. | Way better than what was expected. | It was shipped to the wrong address and they are no help trying to help me get it back or even give advice with this situation. After two week  of talking to the usps customer service i was able to locate my package they were fine and smelled amazing | Perfect sized smudge wands and palo santo sticks! | Love my sage and palo santo order! 💗🙌😍 | Exactly what I wanted. They burn & smell just how they’re expected to. Definitely would buy again if wholesale pricing was a bit cheaper. | Fast shipping! Great products. I&#39;ve ordered several times! | Quick, efficient and professional I love it! Thank you | Smells so good and delivery was waaaaay ahead of schedule. Thank you! | The Items came quickly and packaged well. | Shipping was very fast and the product smells wonderful! \nThank you! | I had an GREAT experience with you guys. First off these items came 3 days before expected delivery date (who doesn’t love early shipping??!) The items were well packed and looked exactly as the picture shown. They are affordable compare to other places i looked. I will definitely be coming back for more and will 1000000% recommend to EVERYONE. Thanks guys :) | Awesome quality! Will definitely purchase again | In love. !!!! | always pleased with products, thx | This is my 2nd experience and I am definitely pleased with product and service. | Absolutely beautiful sage, it smells absolutely wonderful and sincerely helps with cleansing a space. The wrapping was done perfectly. This package was truly worth the price and I would highly recommend. | Great product and fast shipping! | Love them!!!! Shipping was extremely fast. Thank you sooo much😘 | Beautiful sage bundles and as expected palo santo. Would buy again! | Very strong scent sage and palo santo and made it here quickly highly recommended 👌 | Came in very fast! Perfectly bundled. We could smell them even before we opened the package. Everyone loves them. Will be ordering again very soon. | These look amazing and are well packaged. It even came faster than originally stated at checkout....Thank you so much!!! | I’m totally happy about this products, the quality is amazing as always, definetly my favorite store on Etsy. | I could smell the Palo Santo and sage before I opened the bags! There was not a lot of sticks and plenty of sage leaves to burn! The quality is A1 | Hi. Just as expected!\nWill purchase again!\nDonna | My go to company for my holistic wellness needs. This is my 2nd order placed and I will continue to order in the near future. | Great quality products!! Fast shipping! | Perfect for energy cleansing kits for my clients. 🙏🙌✨❤ | Shipping speed was good, everything looked great | The quality is great! The smell is magnificent and I can’t wait to start burning these. Shipping was alright.... Not too late but also not as quick as I’m used to with other shops.\n\nHowever, the size of the sage sticks are REALLY misleading I’d say that they are a little smaller than a soda can each, and their thickness is about two fingers wide.... It makes me question if I would be willing to dish out fifty dollars again for a product like this..... So if you are looking for sage sticks on the smaller side, this product might be for you. But transitioning from my usual 8 inch large bunch to a smaller size will definitely take some adjustment.... :( | Great company. Love their quality. | Very satisfied! Beautiful packaged, and arrived super fast ! I will be shopping again ! \nThank you | Great product at a great price. I’ll definitely be buying more! Thank you so much! | Sage is always beautiful from this company. Over my purchases the palo has gotten skimpy. Not sure if the bundle is worth it anymore, but the sage is wonderful. Packaged great and shipping is usually prompt. | Fast shipping, and neat packaging | The white sage and Palo santo bundle came quickly and smells amazing 🥰 | This is my second time ordering. Fast service. I love it. | This vendor is a lifesaver. My package came extremely quick and I was worried it wouldn’t be on time and the vendor put in effort to make sure it was received within the time frame. I will definitely be a regular from here on out | Quantity was spot on for my needs. Quality is excellent, and delivery was faster than expected. | I will absolutely be ordering again! I ordered a bulk order of sage & Palo Santo, and I’m ecstatic! Everything was packaged well, was delivered on time, and smells AMAZING! Thank you so much! | Love this bundle!!! Smells AMAZING! Shipped so fast and I got it just in time for my meditation classes. Thank you 🙏 | Buy this bundle!!!\n\nIf you&#39;re looking for Sage, or Palo Santo, look no further. Top quality, and great pricing. The Sage bundles are tight, beautifully bound, and well cured. They burn perfectly, and look great. Excellent for use, and they look so good on display. The Palo Santo is genuine, and has a deep, pungent scent. Burning well for long periods of time, these sticks are unrivaled in quality. \n\nWhether buying for personal use, as gifts, or resale, you will not find a better deal. The amount, quality, and price can&#39;t be beat! \n\nThank you!! | Awesome!!! Smells great! Can&#39;t wait for these to be lit during my wedding 💒 | Amazing price and piece! Love this shop!! | perfect for resale!!!  I&#39;m so proud to include these in my smudging kits! | Great set! love it... came quickly | Beautiful bundles and amazing size Palo Santo sticks!! Thank u!! | Fast shipping. Great products. I&#39;m a repeat customer | Thank you so much I love it !!! | Absolutely perfect! Quick Delivery! Exactly what I purchased! | Fast delivery. My go to for sage and santo wood. | Shipping was quick! Packaging was cute everything came in perfectly. Will definitely buy again! Thank you so much. | Awesome always will buy from them great business, quality sage without a doubt | Shipped quickly and packaged well! | Exactly as shown in picture and fast delivery! | Fast delivery and great service.","Buyers consistently praise the fast shipping, great quality, and wonderful scent of the sage and palo santo, noting that items are well-packaged and arrive as described; many express intentions to reorder."
